transaction_month,town,flat_type,block_no,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,Remaining_months,flat_Storey_range,Flat_type_range
2019-03,BISHAN,4 ROOM,285,BISHAN ST 22,04 TO 06,108,Model A,1992,72 years 05 months,570000,869,1,4
2019-03,BISHAN,4 ROOM,254,BISHAN ST 22,01 TO 03,105,Model A,1992,72 years 05 months,460000,869,1,4
2019-03,BISHAN,4 ROOM,224,BISHAN ST 23,25 TO 27,102,Model A,1992,72 years 05 months,638000,869,3,4
2019-03,BISHAN,4 ROOM,209,BISHAN ST 23,01 TO 03,113,Model A,1992,72 years 01 month,572500,865,1,4
2019-03,BISHAN,4 ROOM,273B,BISHAN ST 24,01 TO 03,95,DBSS,2011,91 years 06 months,715000,1098,1,4
2019-03,BISHAN,4 ROOM,275A,BISHAN ST 24,01 TO 03,95,DBSS,2011,91 years 06 months,745000,1098,1,4
2019-03,BISHAN,4 ROOM,286,BISHAN ST 24,10 TO 12,108,Model A,1992,72 years 05 months,635000,869,2,4
2019-03,BISHAN,4 ROOM,271,BISHAN ST 24,13 TO 15,107,Model A,1992,72 years 05 months,600000,869,3,4
2019-03,BISHAN,4 ROOM,266,BISHAN ST 24,04 TO 06,104,Model A,1992,72 years 04 months,515000,868,1,4
2019-03,BISHAN,4 ROOM,455,SIN MING AVE,04 TO 06,103,Model A,1990,69 years 11 months,573000,839,1,4
2019-03,BISHAN,5 ROOM,138,BISHAN ST 12,01 TO 03,121,Improved,1987,67 years 05 months,660000,809,1,5
2019-03,BISHAN,5 ROOM,103,BISHAN ST 12,04 TO 06,121,Improved,1986,66 years 08 months,668000,800,1,5
2019-03,BISHAN,5 ROOM,170,BISHAN ST 13,01 TO 03,121,Improved,1987,67 years 07 months,580000,811,1,5
2019-03,BISHAN,5 ROOM,181,BISHAN ST 13,01 TO 03,121,Improved,1987,66 years 11 months,620000,803,1,5
2019-03,BISHAN,5 ROOM,179,BISHAN ST 13,01 TO 03,121,Improved,1987,67 years 05 months,675000,809,1,5
2019-03,BISHAN,5 ROOM,293,BISHAN ST 22,07 TO 09,121,Premium Apartment,1998,78 years 03 months,690000,939,2,5
2019-03,BISHAN,5 ROOM,275A,BISHAN ST 24,13 TO 15,120,DBSS,2011,91 years 06 months,996000,1098,3,5
2019-03,BISHAN,5 ROOM,273A,BISHAN ST 24,04 TO 06,120,DBSS,2011,91 years 05 months,920000,1097,1,5
2019-03,BISHAN,5 ROOM,408,SIN MING AVE,10 TO 12,120,Improved,1986,66 years 03 months,632000,795,2,5
2019-03,BISHAN,EXECUTIVE,186,BISHAN ST 13,04 TO 06,146,Maisonette,1987,67 years 05 months,920000,809,1,6
2019-03,BISHAN,EXECUTIVE,173,BISHAN ST 13,19 TO 21,163,Maisonette,1987,67 years 01 month,1145000,805,3,6
2019-04,BISHAN,3 ROOM,180,BISHAN ST 13,01 TO 03,64,Simplified,1988,68 years 01 month,375000,817,1,3
2019-04,BISHAN,3 ROOM,407,SIN MING AVE,13 TO 15,64,Simplified,1986,66 years 05 months,363000,797,3,3
2019-04,BISHAN,3 ROOM,406,SIN MING AVE,07 TO 09,64,Simplified,1987,67 years 01 month,366000,805,2,3
2019-04,BISHAN,4 ROOM,502,BISHAN ST 11,01 TO 03,113,Model A,1989,69 years 05 months,550000,833,1,4
2019-04,BISHAN,4 ROOM,126,BISHAN ST 12,04 TO 06,83,Simplified,1987,67 years 03 months,465000,807,1,4
2019-04,BISHAN,4 ROOM,113,BISHAN ST 12,04 TO 06,84,Simplified,1986,65 years 09 months,545000,789,1,4
2019-04,BISHAN,4 ROOM,109,BISHAN ST 12,10 TO 12,84,Simplified,1985,65 years 08 months,506000,788,2,4
2019-04,BISHAN,4 ROOM,172,BISHAN ST 13,04 TO 06,83,Simplified,1987,67 years 09 months,465000,813,1,4
2019-04,BISHAN,4 ROOM,220,BISHAN ST 23,07 TO 09,105,Model A,1992,72 years 04 months,600000,868,2,4
2019-04,BISHAN,4 ROOM,203,BISHAN ST 23,04 TO 06,103,Model A,1992,72 years,590000,864,1,4
2019-04,BISHAN,4 ROOM,278,BISHAN ST 24,13 TO 15,108,Model A,1992,72 years 04 months,660000,868,3,4
2019-04,BISHAN,4 ROOM,275A,BISHAN ST 24,37 TO 39,95,DBSS,2011,91 years 04 months,878000,1096,3,4
2019-04,BISHAN,4 ROOM,448,BRIGHT HILL DR,04 TO 06,109,Model A,1990,70 years,550000,840,1,4
2019-04,BISHAN,4 ROOM,304,SHUNFU RD,13 TO 15,99,New Generation,1985,65 years,560000,780,3,4
2019-04,BISHAN,4 ROOM,451,SIN MING AVE,01 TO 03,105,Model A,1990,69 years 09 months,500000,837,1,4
2019-04,BISHAN,5 ROOM,140,BISHAN ST 12,04 TO 06,123,Improved,1988,68 years 04 months,660000,820,1,5
2019-04,BISHAN,5 ROOM,102,BISHAN ST 12,07 TO 09,121,Improved,1987,66 years 10 months,678000,802,2,5
2019-04,BISHAN,5 ROOM,126,BISHAN ST 12,07 TO 09,121,Improved,1987,67 years 03 months,777000,807,2,5
2019-04,BISHAN,5 ROOM,144,BISHAN ST 12,07 TO 09,123,Improved,1988,68 years 04 months,655000,820,2,5
2019-04,BISHAN,5 ROOM,190,BISHAN ST 13,04 TO 06,121,Improved,1987,66 years 09 months,710000,801,1,5
2019-04,BISHAN,5 ROOM,182,BISHAN ST 13,01 TO 03,121,Improved,1987,67 years 03 months,680000,807,1,5
2019-04,BISHAN,5 ROOM,163,BISHAN ST 13,19 TO 21,121,Improved,1988,68 years 03 months,758888,819,3,5
2019-04,BISHAN,5 ROOM,273B,BISHAN ST 24,34 TO 36,120,DBSS,2011,91 years 05 months,1056000,1097,3,5
2019-04,BISHAN,5 ROOM,291,BISHAN ST 24,28 TO 30,123,Premium Apartment,1998,78 years 02 months,888000,938,3,5
2019-04,BISHAN,5 ROOM,290,BISHAN ST 24,10 TO 12,123,Premium Apartment,1998,78 years 02 months,665000,938,2,5
2019-04,BISHAN,5 ROOM,402,SIN MING AVE,19 TO 21,120,Improved,1986,65 years 09 months,698888,789,3,5
2019-04,BISHAN,EXECUTIVE,162,BISHAN ST 13,01 TO 03,144,Maisonette,1988,67 years 10 months,770000,814,1,6
2019-04,BISHAN,EXECUTIVE,168,BISHAN ST 13,19 TO 21,163,Maisonette,1986,66 years 07 months,1008000,799,3,6
2019-04,BISHAN,EXECUTIVE,257,BISHAN ST 22,04 TO 06,147,Maisonette,1992,72 years 03 months,710000,867,1,6
2019-04,BISHAN,EXECUTIVE,222,BISHAN ST 23,10 TO 12,146,Maisonette,1992,72 years 04 months,863000,868,2,6
2019-04,BISHAN,EXECUTIVE,231,BISHAN ST 23,10 TO 12,146,Maisonette,1992,71 years 11 months,925000,863,2,6
2019-04,BISHAN,EXECUTIVE,301,SHUNFU RD,01 TO 03,150,Maisonette,1985,65 years 04 months,965000,784,1,6
2019-05,BISHAN,3 ROOM,120,BISHAN ST 12,01 TO 03,64,Simplified,1986,66 years,360000,792,1,3
2019-05,BISHAN,3 ROOM,171,BISHAN ST 13,10 TO 12,64,Simplified,1988,67 years 08 months,378888,812,2,3
2019-05,BISHAN,4 ROOM,149,BISHAN ST 11,04 TO 06,102,Model A,1987,66 years 08 months,510000,800,1,4
2019-05,BISHAN,4 ROOM,506,BISHAN ST 11,13 TO 15,103,Model A,1989,69 years 04 months,720000,832,3,4
2019-05,BISHAN,4 ROOM,131,BISHAN ST 12,10 TO 12,84,Simplified,1986,65 years 08 months,521000,788,2,4
2019-05,BISHAN,4 ROOM,112,BISHAN ST 12,04 TO 06,104,Model A,1985,65 years 01 month,590000,781,1,4
2019-05,BISHAN,4 ROOM,167,BISHAN ST 13,04 TO 06,84,Simplified,1988,68 years 05 months,388000,821,1,4
2019-05,BISHAN,4 ROOM,260,BISHAN ST 22,01 TO 03,112,Model A,1992,72 years 03 months,590000,867,1,4
2019-05,BISHAN,4 ROOM,232,BISHAN ST 22,04 TO 06,105,Model A,1992,71 years 11 months,500000,863,1,4
2019-05,BISHAN,4 ROOM,213,BISHAN ST 23,04 TO 06,103,Model A,1992,72 years,550000,864,1,4
2019-05,BISHAN,4 ROOM,224,BISHAN ST 23,04 TO 06,102,Model A,1992,72 years 03 months,570000,867,1,4
2019-05,BISHAN,4 ROOM,454,SIN MING AVE,01 TO 03,105,Model A,1989,69 years 06 months,450000,834,1,4
2019-05,BISHAN,4 ROOM,451,SIN MING AVE,01 TO 03,108,Model A,1990,69 years 08 months,540000,836,1,4
2019-05,BISHAN,5 ROOM,117,BISHAN ST 12,22 TO 24,121,Improved,1987,67 years 03 months,833000,807,3,5
2019-05,BISHAN,5 ROOM,135,BISHAN ST 12,04 TO 06,121,Improved,1987,67 years 02 months,675000,806,1,5
2019-05,BISHAN,5 ROOM,135,BISHAN ST 12,16 TO 18,121,Improved,1987,67 years 01 month,678000,805,3,5
2019-05,BISHAN,5 ROOM,144,BISHAN ST 12,01 TO 03,123,Improved,1988,68 years 03 months,630000,819,1,5
2019-05,BISHAN,5 ROOM,172,BISHAN ST 13,04 TO 06,121,Improved,1987,67 years 08 months,638000,812,1,5
2019-05,BISHAN,5 ROOM,190,BISHAN ST 13,13 TO 15,121,Improved,1987,66 years 08 months,785000,800,3,5
2019-05,BISHAN,5 ROOM,163,BISHAN ST 13,04 TO 06,126,Improved,1988,68 years 02 months,690000,818,1,5
2019-05,BISHAN,5 ROOM,153,BISHAN ST 13,01 TO 03,130,Improved,1987,67 years 05 months,685000,809,1,5
2019-05,BISHAN,5 ROOM,249,BISHAN ST 22,07 TO 09,132,Model A,1992,72 years 03 months,780000,867,2,5
2019-05,BISHAN,5 ROOM,292,BISHAN ST 22,13 TO 15,123,Premium Apartment,1998,78 years 01 month,815000,937,3,5
2019-05,BISHAN,5 ROOM,275A,BISHAN ST 24,28 TO 30,120,DBSS,2011,91 years 04 months,1080000,1096,3,5
2019-05,BISHAN,5 ROOM,310,SHUNFU RD,10 TO 12,125,Improved,1984,64 years 08 months,718000,776,2,5
2019-05,BISHAN,5 ROOM,444,SIN MING AVE,22 TO 24,125,Improved,1990,69 years 09 months,760000,837,3,5
2019-05,BISHAN,5 ROOM,454,SIN MING AVE,07 TO 09,122,Improved,1989,69 years 06 months,690000,834,2,5
2019-05,BISHAN,5 ROOM,442,SIN MING AVE,07 TO 09,120,Improved,1990,69 years 09 months,700000,837,2,5
2019-06,BISHAN,3 ROOM,116,BISHAN ST 12,01 TO 03,64,Simplified,1985,65 years 06 months,390000,786,1,3
2019-06,BISHAN,3 ROOM,189,BISHAN ST 13,01 TO 03,64,Simplified,1988,68 years,405000,816,1,3
2019-06,BISHAN,3 ROOM,185,BISHAN ST 13,07 TO 09,64,Simplified,1988,67 years 10 months,415000,814,2,3
2019-06,BISHAN,3 ROOM,176,BISHAN ST 13,07 TO 09,64,Simplified,1988,67 years 10 months,395000,814,2,3
2019-06,BISHAN,3 ROOM,23,SIN MING RD,07 TO 09,65,Improved,1973,53 years 04 months,246000,640,2,3
2019-06,BISHAN,4 ROOM,149,BISHAN ST 11,07 TO 09,84,Simplified,1987,66 years 07 months,470000,799,2,4
2019-06,BISHAN,4 ROOM,131,BISHAN ST 12,01 TO 03,104,Model A,1986,65 years 07 months,608000,787,1,4
2019-06,BISHAN,4 ROOM,167,BISHAN ST 13,01 TO 03,84,Simplified,1988,68 years 03 months,390000,819,1,4
2019-06,BISHAN,4 ROOM,175,BISHAN ST 13,01 TO 03,88,Simplified,1987,67 years 03 months,370000,807,1,4
2019-06,BISHAN,4 ROOM,154,BISHAN ST 13,07 TO 09,84,Simplified,1987,67 years 06 months,460000,810,2,4
2019-06,BISHAN,4 ROOM,154,BISHAN ST 13,04 TO 06,84,Simplified,1987,67 years 06 months,475000,810,1,4
2019-06,BISHAN,4 ROOM,263,BISHAN ST 22,01 TO 03,104,Model A,1992,72 years 02 months,515888,866,1,4
2019-06,BISHAN,4 ROOM,239,BISHAN ST 22,01 TO 03,105,Model A,1992,72 years 02 months,448000,866,1,4
2019-06,BISHAN,4 ROOM,207,BISHAN ST 23,07 TO 09,103,Model A,1992,71 years 11 months,620000,863,2,4
2019-06,BISHAN,4 ROOM,220,BISHAN ST 23,07 TO 09,113,Model A,1992,72 years 02 months,653000,866,2,4
2019-06,BISHAN,4 ROOM,224,BISHAN ST 23,07 TO 09,102,Model A,1992,72 years 02 months,595000,866,2,4
2019-06,BISHAN,4 ROOM,229,BISHAN ST 23,04 TO 06,105,Model A,1992,71 years 10 months,475000,862,1,4
2019-06,BISHAN,4 ROOM,264,BISHAN ST 24,04 TO 06,112,Model A,1992,72 years 02 months,550000,866,1,4
2019-06,BISHAN,4 ROOM,403,SIN MING AVE,04 TO 06,89,Simplified,1986,66 years 03 months,500000,795,1,4
2019-06,BISHAN,5 ROOM,117,BISHAN ST 12,10 TO 12,121,Improved,1987,67 years 02 months,748000,806,2,5
2019-06,BISHAN,5 ROOM,135,BISHAN ST 12,07 TO 09,121,Improved,1987,67 years 04 months,638000,808,2,5
2019-06,BISHAN,5 ROOM,192,BISHAN ST 13,01 TO 03,120,Improved,1987,67 years 03 months,715000,807,1,5
2019-06,BISHAN,5 ROOM,177,BISHAN ST 13,01 TO 03,121,Improved,1987,67 years 03 months,630000,807,1,5
2019-06,BISHAN,5 ROOM,163,BISHAN ST 13,13 TO 15,121,Improved,1988,68 years 01 month,742000,817,3,5
2019-06,BISHAN,5 ROOM,183,BISHAN ST 13,10 TO 12,121,Improved,1987,66 years 10 months,782000,802,2,5
2019-06,BISHAN,5 ROOM,178,BISHAN ST 13,07 TO 09,121,Improved,1987,67 years 04 months,765000,808,2,5
2019-06,BISHAN,5 ROOM,223,BISHAN ST 23,07 TO 09,121,Improved,1992,72 years 01 month,858000,865,2,5
2019-06,BISHAN,5 ROOM,266,BISHAN ST 24,10 TO 12,134,Model A,1992,72 years 02 months,710000,866,2,5
2019-06,BISHAN,5 ROOM,273A,BISHAN ST 24,13 TO 15,120,DBSS,2011,91 years 03 months,860000,1095,3,5
2019-06,BISHAN,5 ROOM,275A,BISHAN ST 24,31 TO 33,120,DBSS,2011,91 years 02 months,1000000,1094,3,5
2019-06,BISHAN,5 ROOM,442,SIN MING AVE,01 TO 03,120,Improved,1990,69 years 08 months,635000,836,1,5
2019-06,BISHAN,EXECUTIVE,134,BISHAN ST 12,04 TO 06,151,Apartment,1986,66 years 05 months,830000,797,1,6
2019-06,BISHAN,EXECUTIVE,174,BISHAN ST 13,01 TO 03,146,Maisonette,1986,66 years 05 months,850000,797,1,6
2019-06,BISHAN,EXECUTIVE,231,BISHAN ST 23,01 TO 03,148,Maisonette,1992,71 years 11 months,840000,863,1,6
2019-06,BISHAN,EXECUTIVE,222,BISHAN ST 23,10 TO 12,146,Maisonette,1992,72 years 02 months,885000,866,2,6
2019-06,BISHAN,EXECUTIVE,453,SIN MING AVE,13 TO 15,155,Maisonette,1990,69 years 08 months,950000,836,3,6
2019-06,BISHAN,MULTI-GENERATION,137,BISHAN ST 12,07 TO 09,147,Multi Generation,1987,67 years 08 months,840000,812,2,7
2019-07,BISHAN,3 ROOM,180,BISHAN ST 13,07 TO 09,64,Simplified,1988,67 years 09 months,405000,813,2,3
2019-07,BISHAN,3 ROOM,176,BISHAN ST 13,04 TO 06,64,Simplified,1988,67 years 09 months,375000,813,1,3
2019-07,BISHAN,3 ROOM,311,SHUNFU RD,01 TO 03,67,New Generation,1984,64 years 04 months,390000,772,1,3
2019-07,BISHAN,3 ROOM,304,SHUNFU RD,13 TO 15,67,New Generation,1985,64 years 08 months,450000,776,3,3
2019-07,BISHAN,3 ROOM,403,SIN MING AVE,10 TO 12,64,Simplified,1986,66 years 01 month,382000,793,2,3
2019-07,BISHAN,3 ROOM,23,SIN MING RD,10 TO 12,65,Improved,1973,53 years 03 months,266000,639,2,3
2019-07,BISHAN,4 ROOM,503,BISHAN ST 11,04 TO 06,113,Model A,1989,69 years 04 months,769000,832,1,4
2019-07,BISHAN,4 ROOM,112,BISHAN ST 12,07 TO 09,84,Simplified,1985,64 years 11 months,505000,779,2,4
2019-07,BISHAN,4 ROOM,113,BISHAN ST 12,07 TO 09,104,Model A,1986,65 years 06 months,628000,786,2,4
2019-07,BISHAN,4 ROOM,107,BISHAN ST 12,01 TO 03,84,Simplified,1985,65 years 04 months,475000,784,1,4
2019-07,BISHAN,4 ROOM,172,BISHAN ST 13,04 TO 06,103,Model A,1987,67 years 05 months,505000,809,1,4
2019-07,BISHAN,4 ROOM,184,BISHAN ST 13,04 TO 06,90,Simplified,1988,67 years 07 months,550888,811,1,4
2019-07,BISHAN,4 ROOM,243,BISHAN ST 22,04 TO 06,105,Model A,1992,71 years 11 months,568000,863,1,4
2019-07,BISHAN,4 ROOM,243,BISHAN ST 22,16 TO 18,102,Model A,1992,71 years 11 months,650000,863,3,4
2019-07,BISHAN,4 ROOM,285,BISHAN ST 22,07 TO 09,108,Model A,1992,72 years,635000,864,2,4
2019-07,BISHAN,4 ROOM,291,BISHAN ST 24,19 TO 21,100,Premium Apartment,1998,77 years 11 months,610000,935,3,4
2019-07,BISHAN,4 ROOM,265,BISHAN ST 24,01 TO 03,102,Model A,1992,71 years 11 months,462000,863,1,4
2019-07,BISHAN,4 ROOM,288,BISHAN ST 24,10 TO 12,102,Premium Apartment,1998,77 years 11 months,628000,935,2,4
2019-07,BISHAN,4 ROOM,406,SIN MING AVE,07 TO 09,89,Simplified,1987,66 years 09 months,520000,801,2,4
2019-07,BISHAN,5 ROOM,128,BISHAN ST 12,16 TO 18,121,Improved,1987,66 years 08 months,750000,800,3,5
2019-07,BISHAN,5 ROOM,103,BISHAN ST 12,19 TO 21,121,Improved,1986,66 years 04 months,773888,796,3,5
2019-07,BISHAN,5 ROOM,124,BISHAN ST 12,07 TO 09,121,Improved,1987,66 years 11 months,725000,803,2,5
2019-07,BISHAN,5 ROOM,153,BISHAN ST 13,07 TO 09,119,Improved,1987,67 years 03 months,670000,807,2,5
2019-07,BISHAN,5 ROOM,192,BISHAN ST 13,07 TO 09,120,Improved,1987,67 years 01 month,740000,805,2,5
2019-07,BISHAN,5 ROOM,164,BISHAN ST 13,10 TO 12,121,Improved,1988,68 years,708888,816,2,5
2019-07,BISHAN,5 ROOM,153,BISHAN ST 13,04 TO 06,119,Improved,1987,67 years 03 months,668000,807,1,5
2019-07,BISHAN,5 ROOM,179,BISHAN ST 13,13 TO 15,121,Improved,1987,67 years 01 month,792000,805,3,5
2019-07,BISHAN,5 ROOM,183,BISHAN ST 13,16 TO 18,121,Improved,1987,66 years 09 months,800000,801,3,5
2019-07,BISHAN,5 ROOM,242,BISHAN ST 22,10 TO 12,132,Improved,1992,71 years 11 months,850000,863,2,5
2019-07,BISHAN,5 ROOM,256,BISHAN ST 22,10 TO 12,133,Model A,1992,72 years,790000,864,2,5
2019-07,BISHAN,5 ROOM,288,BISHAN ST 24,19 TO 21,121,Premium Apartment,1998,78 years,755888,936,3,5
2019-07,BISHAN,5 ROOM,291,BISHAN ST 24,25 TO 27,123,Premium Apartment,1998,77 years 11 months,868000,935,3,5
2019-07,BISHAN,5 ROOM,273B,BISHAN ST 24,10 TO 12,120,DBSS,2011,91 years 01 month,1050000,1093,2,5
2019-07,BISHAN,5 ROOM,402,SIN MING AVE,22 TO 24,120,Improved,1986,65 years 07 months,720000,787,3,5
2019-07,BISHAN,5 ROOM,405,SIN MING AVE,01 TO 03,120,Improved,1986,65 years 11 months,558000,791,1,5
2019-07,BISHAN,EXECUTIVE,119,BISHAN ST 12,04 TO 06,151,Apartment,1987,66 years 10 months,858000,802,1,6
2019-07,BISHAN,EXECUTIVE,186,BISHAN ST 13,10 TO 12,146,Maisonette,1987,67 years 02 months,905000,806,2,6
2019-07,BISHAN,EXECUTIVE,187,BISHAN ST 13,07 TO 09,146,Maisonette,1987,66 years 07 months,920000,799,2,6
2019-07,BISHAN,EXECUTIVE,222,BISHAN ST 23,04 TO 06,146,Maisonette,1992,71 years 11 months,838000,863,1,6
2019-07,BISHAN,EXECUTIVE,212,BISHAN ST 23,04 TO 06,149,Maisonette,1992,71 years 10 months,858000,862,1,6
2019-07,BISHAN,EXECUTIVE,301,SHUNFU RD,01 TO 03,148,Maisonette,1985,65 years 02 months,968000,782,1,6
2019-07,BISHAN,MULTI-GENERATION,137,BISHAN ST 12,10 TO 12,165,Multi Generation,1987,66 years 11 months,930000,803,2,7
2019-08,BISHAN,4 ROOM,110,BISHAN ST 12,01 TO 03,104,Model A,1986,65 years 06 months,590000,786,1,4
2019-08,BISHAN,4 ROOM,112,BISHAN ST 12,04 TO 06,84,Simplified,1985,64 years 10 months,488000,778,1,4
2019-08,BISHAN,4 ROOM,197,BISHAN ST 13,01 TO 03,84,Simplified,1987,66 years 05 months,450000,797,1,4
2019-08,BISHAN,4 ROOM,252,BISHAN ST 22,19 TO 21,106,Model A,1992,72 years,688888,864,3,4
2019-08,BISHAN,4 ROOM,246,BISHAN ST 22,10 TO 12,103,Model A,1992,72 years,553000,864,2,4
2019-08,BISHAN,4 ROOM,239,BISHAN ST 22,07 TO 09,105,Model A,1992,72 years,560000,864,2,4
2019-08,BISHAN,4 ROOM,262,BISHAN ST 22,04 TO 06,107,Model A,1992,72 years,519888,864,1,4
2019-08,BISHAN,4 ROOM,248,BISHAN ST 22,01 TO 03,116,Model A,1992,72 years,560000,864,1,4
2019-08,BISHAN,4 ROOM,206,BISHAN ST 23,07 TO 09,118,Model A,1992,71 years 09 months,625000,861,2,4
2019-08,BISHAN,4 ROOM,220,BISHAN ST 23,04 TO 06,103,Model A,1992,72 years,562000,864,1,4
2019-08,BISHAN,4 ROOM,272,BISHAN ST 24,04 TO 06,104,Model A,1992,72 years,565000,864,1,4
2019-08,BISHAN,4 ROOM,269,BISHAN ST 24,10 TO 12,109,Model A,1992,71 years 11 months,595000,863,2,4
2019-08,BISHAN,4 ROOM,272,BISHAN ST 24,04 TO 06,103,Model A,1992,71 years 11 months,570000,863,1,4
2019-08,BISHAN,4 ROOM,443,SIN MING AVE,07 TO 09,103,Model A,1990,69 years 06 months,602000,834,2,4
2019-08,BISHAN,4 ROOM,407,SIN MING AVE,01 TO 03,89,Simplified,1986,66 years,493000,792,1,4
2019-08,BISHAN,5 ROOM,157,BISHAN ST 13,19 TO 21,131,Improved,1988,67 years 05 months,815000,809,3,5
2019-08,BISHAN,5 ROOM,251,BISHAN ST 22,01 TO 03,121,Improved,1992,71 years 11 months,768000,863,1,5
2019-08,BISHAN,5 ROOM,255,BISHAN ST 22,10 TO 12,133,Model A,1992,71 years 11 months,818000,863,2,5
2019-08,BISHAN,5 ROOM,293,BISHAN ST 22,19 TO 21,121,Premium Apartment,1998,77 years 10 months,825000,934,3,5
2019-08,BISHAN,5 ROOM,213,BISHAN ST 23,07 TO 09,132,Model A,1992,71 years 09 months,822000,861,2,5
2019-08,BISHAN,5 ROOM,273B,BISHAN ST 24,22 TO 24,120,DBSS,2011,90 years 11 months,1065000,1091,3,5
2019-08,BISHAN,5 ROOM,275A,BISHAN ST 24,19 TO 21,120,DBSS,2011,90 years 11 months,1000000,1091,3,5
2019-08,BISHAN,5 ROOM,303,SHUNFU RD,01 TO 03,125,Improved,1985,64 years 07 months,750000,775,1,5
2019-08,BISHAN,5 ROOM,312,SHUNFU RD,04 TO 06,121,Improved,1985,64 years 10 months,680000,778,1,5
2019-08,BISHAN,EXECUTIVE,119,BISHAN ST 12,13 TO 15,144,Apartment,1987,66 years 10 months,850000,802,3,6
2019-08,BISHAN,EXECUTIVE,174,BISHAN ST 13,01 TO 03,152,Maisonette,1986,66 years 03 months,795000,795,1,6
2019-08,BISHAN,EXECUTIVE,187,BISHAN ST 13,04 TO 06,146,Maisonette,1987,66 years 06 months,873000,798,1,6
2019-08,BISHAN,EXECUTIVE,201,BISHAN ST 23,01 TO 03,149,Maisonette,1992,71 years 09 months,808000,861,1,6
2019-08,BISHAN,EXECUTIVE,401,SIN MING AVE,01 TO 03,149,Maisonette,1985,65 years 03 months,905000,783,1,6
2019-09,BISHAN,3 ROOM,108,BISHAN ST 12,01 TO 03,64,Simplified,1985,65 years 01 month,386100,781,1,3
2019-09,BISHAN,3 ROOM,195,BISHAN ST 13,07 TO 09,64,Simplified,1988,67 years 05 months,410000,809,2,3
2019-09,BISHAN,3 ROOM,304,SHUNFU RD,07 TO 09,67,New Generation,1985,64 years 06 months,390000,774,2,3
2019-09,BISHAN,4 ROOM,130,BISHAN ST 12,04 TO 06,105,Model A,1986,65 years 06 months,550000,786,1,4
2019-09,BISHAN,4 ROOM,106,BISHAN ST 12,10 TO 12,84,Simplified,1985,65 years 03 months,525000,783,2,4
2019-09,BISHAN,4 ROOM,113,BISHAN ST 12,07 TO 09,105,Model A,1986,65 years 04 months,620000,784,2,4
2019-09,BISHAN,4 ROOM,188,BISHAN ST 13,10 TO 12,84,Simplified,1988,67 years 06 months,572000,810,2,4
2019-09,BISHAN,4 ROOM,271,BISHAN ST 24,07 TO 09,104,Model A,1992,71 years 11 months,556000,863,2,4
2019-09,BISHAN,4 ROOM,273A,BISHAN ST 24,40 TO 42,95,DBSS,2011,90 years 11 months,900000,1091,3,4
2019-09,BISHAN,4 ROOM,441,SIN MING AVE,10 TO 12,103,Model A,1990,69 years 06 months,573000,834,2,4
2019-09,BISHAN,4 ROOM,407,SIN MING AVE,10 TO 12,89,Simplified,1986,65 years 11 months,508000,791,2,4
2019-09,BISHAN,4 ROOM,454,SIN MING AVE,04 TO 06,103,Model A,1989,69 years 02 months,500000,830,1,4
2019-09,BISHAN,4 ROOM,454,SIN MING AVE,07 TO 09,105,Model A,1989,69 years 02 months,560000,830,2,4
2019-09,BISHAN,5 ROOM,124,BISHAN ST 12,04 TO 06,121,Improved,1987,66 years 09 months,650000,801,1,5
2019-09,BISHAN,5 ROOM,155,BISHAN ST 13,19 TO 21,121,Improved,1987,67 years 03 months,738000,807,3,5
2019-09,BISHAN,5 ROOM,161,BISHAN ST 13,16 TO 18,121,Improved,1988,67 years 10 months,735000,814,3,5
2019-09,BISHAN,5 ROOM,153,BISHAN ST 13,01 TO 03,121,Improved,1987,67 years 01 month,638000,805,1,5
2019-09,BISHAN,5 ROOM,190,BISHAN ST 13,16 TO 18,121,Improved,1987,66 years 04 months,850000,796,3,5
2019-09,BISHAN,5 ROOM,235,BISHAN ST 22,07 TO 09,132,Model A,1992,71 years 08 months,788000,860,2,5
2019-09,BISHAN,5 ROOM,203,BISHAN ST 23,07 TO 09,132,Model A,1992,71 years 08 months,770000,860,2,5
2019-09,BISHAN,5 ROOM,225,BISHAN ST 23,04 TO 06,134,Model A,1992,71 years 11 months,665000,863,1,5
2019-09,BISHAN,5 ROOM,223,BISHAN ST 23,07 TO 09,121,Improved,1992,71 years 11 months,850000,863,2,5
2019-09,BISHAN,5 ROOM,310,SHUNFU RD,04 TO 06,121,Improved,1984,64 years 04 months,690000,772,1,5
2019-09,BISHAN,5 ROOM,303,SHUNFU RD,10 TO 12,121,Improved,1985,64 years 06 months,728000,774,2,5
2019-09,BISHAN,5 ROOM,408,SIN MING AVE,04 TO 06,120,Improved,1986,65 years 10 months,630000,790,1,5
2019-09,BISHAN,5 ROOM,405,SIN MING AVE,22 TO 24,120,Improved,1986,65 years 10 months,700000,790,3,5
2019-09,BISHAN,5 ROOM,402,SIN MING AVE,16 TO 18,120,Improved,1986,65 years 04 months,680000,784,3,5
2019-09,BISHAN,5 ROOM,454,SIN MING AVE,01 TO 03,122,Improved,1989,69 years 03 months,600000,831,1,5
2019-09,BISHAN,5 ROOM,405,SIN MING AVE,13 TO 15,120,Improved,1986,65 years 09 months,657700,789,3,5
2019-09,BISHAN,5 ROOM,22,SIN MING RD,10 TO 12,136,Adjoined flat,1973,53 years 01 month,473000,637,2,5
